IP;interval
10.84.0.93;1
10.84.0.93;2
10.84.0.93;2
10.84.0.93;1
10.84.0.93;2
10.84.0.93;1
10.84.0.93;2
10.84.0.93;2
10.84.0.93;1
10.84.0.93;2
10.84.0.93;2
10.84.0.93;2
10.84.0.93;1
10.84.0.93;2
10.84.0.93;2
10.84.0.93;2
10.84.0.93;1
10.84.0.93;7
10.84.0.93;2
10.84.0.93;1
10.33.136.8;8
10.104.128.71;412
10.104.128.71;6
10.104.128.71;1
10.104.128.71;10
10.104.128.71;9
10.104.128.71;4
10.104.128.71;29
10.104.128.71;8
10.104.128.71;2
10.104.128.71;18
10.104.128.71;6
10.104.128.71;2
10.104.128.71;4
10.104.128.71;11
10.104.128.71;3
10.104.128.71;3
10.104.128.71;7
10.33.138.79;1
10.33.138.79;1
10.33.138.79;6
10.33.138.79;1
10.76.150.87;2
10.84.9.149;1
10.84.9.149;2
10.84.9.149;3
10.84.9.149;9
10.84.9.149;7
10.84.9.149;2
10.84.9.149;3
10.84.9.149;4
10.84.9.149;3
10.84.9.149;4
10.84.9.149;4
10.84.9.149;4
10.84.9.149;5
10.84.9.149;11
10.84.9.149;5
10.84.9.149;5
10.84.9.149;6
10.84.9.149;5
10.84.9.149;6
10.84.9.149;6
10.84.9.149;6
10.84.9.149;6
10.84.9.149;7
10.84.9.149;6
10.84.9.149;8
10.84.9.149;8
10.84.9.149;7
10.84.9.149;7
10.84.9.149;8
10.84.9.149;8
10.84.9.149;7
10.84.9.149;9
10.84.9.149;8
10.84.9.149;10
10.84.9.149;9
10.84.9.149;9
10.84.9.149;9
10.84.9.149;10
10.84.9.149;10
10.84.9.149;10
10.84.9.149;12
10.36.138.222;29
10.36.138.222;35
10.36.138.222;2
10.36.138.222;1
10.104.128.58;0
10.104.128.58;0
10.104.128.58;73
10.104.128.58;12
10.104.128.58;2
10.104.128.58;7
10.104.128.58;13
10.208.66.200;3
10.208.66.200;7
10.208.66.200;6
10.208.66.200;7
10.208.66.200;18
10.208.66.200;1
10.208.66.200;2
10.208.66.200;1
10.104.128.58;0
10.104.128.58;1
10.104.128.58;2641
10.104.128.58;1
10.104.128.58;1
10.33.138.79;87
10.33.138.79;11
10.33.138.79;7
10.33.138.79;29
10.105.142.114;1
10.249.46.168;1
10.249.46.168;2
10.249.46.168;2
10.249.46.168;1
10.249.46.168;4
10.249.46.168;3
10.249.46.168;1
10.249.46.168;1
10.249.46.168;2
10.249.46.168;3
10.249.46.168;1
10.249.46.168;2
10.249.46.168;3
10.249.46.168;1
10.249.46.168;1
10.249.46.168;2
10.249.46.168;56
10.36.138.222;7
10.36.138.222;7
10.36.138.222;30
10.36.138.222;33
10.36.138.222;7
10.36.138.222;1767
10.36.138.222;13
10.36.138.222;6
10.36.138.222;5
10.36.138.222;2
10.36.138.222;3
10.36.138.222;3
10.36.138.222;1
10.36.138.222;3
10.36.138.222;1
10.36.138.222;2
10.97.2.106;10
10.97.2.106;6
10.97.2.106;12
10.97.2.106;26
10.97.2.106;15
10.97.2.106;10
10.97.2.106;18
10.97.2.106;53
10.97.2.106;17
10.97.2.106;37
10.97.2.106;5
10.84.9.149;8
10.84.9.149;2
10.84.9.149;24
10.84.9.149;3
10.84.9.149;6
10.84.9.149;2
10.84.9.149;1
10.84.9.149;5
10.84.9.149;1
10.84.9.149;3
10.84.9.149;4
10.104.128.246;2
10.104.128.246;1
10.104.128.246;2
10.104.128.246;2
10.104.128.246;2
10.104.128.246;1
10.35.132.102;13
10.35.132.102;4
10.35.132.102;21
10.35.132.102;13
10.35.132.102;12
10.35.132.102;88
10.35.132.102;9
10.36.201.181;2
10.36.201.181;2
10.36.201.181;2
10.36.201.181;1
10.36.201.181;1
10.36.201.181;2
10.36.201.181;4
10.36.201.181;5
10.36.201.181;2
10.36.201.181;7
10.36.201.181;1
10.36.201.181;12
10.36.201.181;3
10.36.201.181;13
10.36.201.181;3
10.36.201.181;3
10.36.201.181;2
10.36.201.181;6
10.36.201.181;5
10.36.201.181;23
10.36.201.181;1
10.36.201.181;3
10.36.201.181;4
10.36.201.181;3
10.36.201.181;2
10.36.201.181;3
10.36.201.181;6
10.36.201.181;3
10.36.201.181;6
10.36.201.181;8
10.36.201.181;2466
10.36.201.181;3
10.36.201.181;2
10.36.201.181;1
10.83.1.214;1
10.83.1.214;3
10.83.1.214;3
10.83.1.214;2
10.83.1.214;1
10.83.1.214;5
10.83.1.214;1
10.83.1.214;2
10.83.1.214;1
10.83.1.214;3
10.83.1.214;5
10.83.1.214;7
10.83.1.214;2
10.83.1.214;14
10.83.1.214;2
10.83.1.214;1
10.83.1.214;4
10.83.1.214;1
10.83.1.214;3
10.83.1.214;2
10.83.1.214;1
10.83.1.214;2
10.83.1.214;2
10.83.1.214;1
10.83.1.214;2
10.83.1.214;1
10.83.1.214;2
10.83.1.214;1
10.83.1.214;2
10.83.1.214;2
10.83.1.214;7
10.83.1.214;3
10.83.1.214;3
10.83.1.214;5
10.83.1.214;4
10.83.1.214;2
10.83.1.214;4
10.83.1.214;3
10.83.1.214;2
10.83.1.214;3
10.83.1.214;2
10.83.1.214;2
10.83.1.214;2
10.83.1.214;3
10.83.1.214;2
10.83.1.214;2
10.83.1.214;1
10.83.1.214;2
10.83.1.214;2459
10.83.1.214;6
10.83.1.214;6
10.83.1.214;3
10.83.1.214;4
10.35.132.102;104
10.35.132.102;2
10.35.132.102;3
10.35.132.102;2
10.35.132.102;4
10.35.132.102;2
10.35.132.102;4
10.35.132.102;4
10.35.132.102;4
10.97.2.106;1
10.97.2.106;2
10.97.2.106;1
10.97.2.106;3
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;3
10.97.2.106;3
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;3
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;3
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;3
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;3
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;3
10.97.2.106;2
10.97.2.106;3
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;4
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;3
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;3
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;2
10.97.2.106;2
10.97.2.106;2
10.97.2.106;1
10.97.2.106;2
10.97.2.106;4
10.208.66.200;11
10.208.66.200;1
10.208.66.200;8
10.208.66.200;2
10.208.66.200;10
10.208.66.200;3
10.208.66.200;8
10.208.66.200;3
10.208.66.200;8
10.208.66.200;5
10.208.66.200;4
10.208.66.200;5
10.208.66.200;6
10.208.66.200;3
10.208.66.200;2
10.208.66.200;6
10.208.66.200;9
10.208.66.200;14
10.208.66.200;3
10.208.66.200;3
10.208.66.200;7
10.208.66.200;3
10.208.66.200;4
10.208.66.200;4
10.208.66.200;3
10.208.66.200;7
10.208.66.200;209
10.208.66.200;11
10.208.66.200;3
10.208.66.200;2
10.208.66.200;3
10.208.66.200;17
10.208.66.200;2
10.208.66.200;4
10.208.66.200;4
10.249.46.168;1
10.249.46.168;2
10.249.46.168;1
10.249.46.168;5
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.249.46.168;3
10.249.46.168;3
10.249.46.168;1
10.249.46.168;2
10.249.46.168;2
10.249.46.168;3
10.249.46.168;3
10.249.46.168;1
10.249.46.168;2
10.249.46.168;1
10.249.46.168;4
10.249.46.168;1
10.249.46.168;3
10.249.46.168;2
10.249.46.168;3
10.249.46.168;1
10.249.46.168;3
10.249.46.168;2
10.249.46.168;1
10.249.46.168;3
10.249.46.168;5
10.249.46.168;2
10.249.46.168;1
10.249.46.168;3
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.249.46.168;2
10.249.46.168;3
10.249.46.168;1
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.249.46.168;3
10.249.46.168;3
10.249.46.168;3
10.249.46.168;2
10.249.46.168;1
10.249.46.168;3
10.249.46.168;3
10.249.46.168;2
10.249.46.168;3
10.249.46.168;3
10.249.46.168;3
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.249.46.168;3
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.249.46.168;1
10.249.46.168;2
10.33.138.79;8
10.33.138.79;3
10.33.138.79;9
10.33.138.79;8
10.33.138.79;16
10.33.138.79;11
10.33.138.79;10
10.33.138.79;5
10.33.138.79;26
10.33.138.79;15
10.33.138.79;24
10.33.138.79;20
10.33.138.79;4
10.33.138.79;1
10.35.143.212;2
10.35.143.212;57
10.35.143.212;53
10.35.143.212;5
10.33.137.51;3
10.33.137.51;2
10.33.137.51;1
10.33.137.51;3
10.33.137.51;2
10.33.137.51;1
10.33.137.51;2
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;2
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;2
10.33.137.51;3
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;3
10.33.137.51;1
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;4
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;3
10.33.137.51;1
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;3
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;2
10.33.137.51;1
10.33.137.51;1
10.33.137.51;3
10.33.137.51;1
10.33.137.51;2
10.87.14.210;4
10.87.14.210;4
10.87.14.210;4
10.84.0.117;17
10.84.0.117;16
10.208.64.120;3
10.104.128.71;1
10.104.128.71;3
10.104.128.71;1
10.104.128.71;2
10.104.128.71;1
10.104.128.71;2
10.104.128.71;1
10.104.128.58;2
10.104.128.58;11
10.104.128.58;3
10.104.128.58;3
10.104.128.58;2
10.104.128.58;4
10.104.128.58;3
10.104.128.58;1
10.104.128.58;2
10.104.128.58;1
10.104.128.58;1
10.104.128.58;1
10.104.128.58;12
10.33.136.8;6
10.33.136.8;35
10.33.136.8;6
10.33.136.8;40
10.33.136.8;2
10.33.136.8;14
10.33.136.8;13
10.33.136.8;11
10.33.136.8;212
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;2
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;2
10.34.132.120;2
10.34.132.120;2
10.34.132.120;5
10.34.132.120;2
10.34.132.120;1
10.34.132.120;3
10.34.132.120;2
10.34.132.120;2
10.34.132.120;1
10.34.132.120;1
10.34.132.120;1
10.34.132.120;2
10.34.132.120;1
10.34.132.120;1
10.34.132.120;2
10.34.132.120;1
10.34.132.120;2
10.34.132.120;1
10.34.132.120;2
10.34.132.120;1
10.34.132.120;3
10.34.132.120;4
10.34.132.120;2
10.34.132.120;1
10.34.132.120;4
10.34.132.120;2
10.34.132.120;2
10.34.132.120;1
10.34.132.120;2
10.104.141.204;4
10.104.141.204;2
10.104.141.204;3
10.104.141.204;4
10.104.141.204;5
10.104.141.204;3
10.104.141.204;7
10.104.141.204;1
10.104.141.204;4
10.104.141.204;4
10.104.141.204;5
10.104.141.204;3
10.104.141.204;4
10.104.141.204;3
10.104.141.204;3
10.104.141.204;3
10.104.141.204;3
10.104.141.204;3
10.104.141.204;8
10.104.141.204;3
10.104.141.204;4
10.104.141.204;2
10.104.141.204;3
10.104.141.204;5
10.36.201.181;18
10.36.138.222;9
10.36.138.222;21
10.36.138.222;34
10.33.137.51;2
10.33.137.51;3
10.210.132.218;3
10.210.132.218;2
10.210.132.218;4
10.210.132.218;3
10.210.132.218;2
10.210.132.218;3
10.210.132.218;1
10.210.132.218;3
10.210.132.218;3
10.210.132.218;2
10.210.132.218;1
10.210.132.218;2
10.210.132.218;4
10.210.132.218;3
10.210.132.218;2
10.210.132.218;3
10.210.132.218;1
10.210.132.218;3
10.210.132.218;4
10.210.132.218;1
10.210.132.218;3
10.210.132.218;3
10.210.132.218;3
10.210.132.218;3
10.210.132.218;3
10.210.132.218;3
10.210.132.218;1
10.210.132.218;2
10.210.132.218;1
10.210.132.218;3
10.210.132.218;3
10.210.132.218;2
10.210.132.218;4
10.210.132.218;4
10.210.132.218;1
10.76.150.87;10
10.76.150.87;4
10.76.150.87;3
10.76.150.87;3
10.33.164.169;2
10.33.164.169;1
10.33.164.169;5
10.33.164.169;3
10.33.164.169;20
10.33.164.169;4
10.33.164.169;1
10.33.164.169;6
10.87.14.210;155
10.87.14.210;1
10.87.14.210;256
10.87.14.210;6
10.36.201.181;20
10.97.2.106;18
10.97.2.106;9
10.84.0.117;677
10.84.0.117;6
10.84.0.117;29
10.84.0.117;5
10.83.1.214;19
